nomer,judul_berita,isi_berita,Link
1,Video Update Kapal Virgo: Korban Tewas Jadi 6 Orang,"Tim SAR gabungan masih terus melakukan pencarian terhadap ratusan penumpang Kapal Virgo Transport 8 rute Surabaya–Banjarmasin yang hilang kontak akibat cuaca buruk sejak Minggu dini hari. Berdasarkan pembaruan data per pukul 14.30 WITA, sebanyak 103 korban dari total 243 penumpang berhasil dievakuasi, dengan enam orang di antaranya dikonfirmasi meninggal dunia.

Pihak Basarnas Banjarmasin menegaskan bahwa seluruh data jumlah korban yang dirilis telah melalui proses verifikasi ketat di posko utama. Masyarakat dan media diimbau untuk tidak menyebarluaskan video atau informasi simpang siur terkait musibah ini sebelum dipastikan kebenarannya oleh pihak berwenang.",https://20.detik.com/detikupdate/20260913-260913031/video-update-kapal-virgo-korban-tewas-jadi-6-orang
2,Kronologi Kebakaran di Surabaya Tewaskan Kakak Beradik dalam Kamar,"Dua anak yang masih kakak beradik jadi korban tewas kebakaran di dalam rumahnya di Jalan Simorejo XVI, Kelurahan Simomulyo, Kecamatan Sukomanunggal, Surabaya. Kedua korban ditemukan sudah tak bernyawa di dalam kamar yang terbakar.

Kedua korban adalah Kaffa Bihi Abdillah (7) dan adiknya, Khotibul Umam (5). Kedua bocah malang tersebut diduga adalah anak dari pemilik rumah Moch Kayis Khabibullah.

Kepala Dinas Pemadam Kebakaran dan Penyelamatan (DPKP) Surabaya, Laksita Rini Sevriani mengatakan kebakaran diperkirakan terjadi sekitar pukul 15.30 WIB. Kebakaran itu kemudian dilaporkan ke petugas damkar pukul 15.38 WIB.

Setiba di lokasi pukul 15.44 WIB, petugas sudah mendapati api sudah padam. Ini karena warga setempat sudah bahu membahu memadamkan api.

""Waktu petugas kami tiba di lokasi, api sudah padam disiram warga. Jadi petugas kami melanjutkan untuk pembasahan guna memastikan tidak ada sisa titik api,"" kata kepada detikJatim, Minggu (13/9/2026).

Nahas saat memeriksa kamar yang terbakar, lanjut Rini, petugas menemukan dua jenazah korban dalam kamar.

""Di satu kamar itu aja. Korban dua anak, infonya sedang tidur saat kejadian. Kebakaran ini pertama kali diketahui oleh warga sekitar yang melihat adanya kepulan asap dari dalam rumah,"" imbuh Rini.

Rini menjelaskan, warga yang melihat asap langsung berusaha masuk untuk memberikan pertolongan. Rumah dalam keadaan dapat diakses, namun saat menuju area kamar tempat sumber asap, warga mendapati pintu kamar dalam keadaan terkunci dari luar.

""Rumahnya bisa dibuka, tetapi ternyata pintu kamarnya terkunci dari luar. Model kuncinya itu seperti rantai pengait pintu yang biasanya ada di hotel, tapi ini dipasang di bagian luar doorframe dan dicantolkan oleh orang tuanya dari luar,"" jelasnya.

Menurutnya, kedua anak tersebut diduga sempat terbangun dan berusaha melarikan diri keluar kamar saat api mulai membesar. Namun, karena pintu terkunci rapat dari luar, usaha mereka gagal dan terjebak dalam kobaran asap dan api.

""Mungkin anaknya mau keluar melarikan diri, tapi karena kunci dipasang dari luar jadi tidak bisa buka pintu. Diduga korban meninggal dunia bukan karena luka bakar hebat, melainkan akibat menghirup asap pekat hingga kehabisan oksigen di dalam kamar yang sudah dipenuhi asap hitam,"" tuturnya.

Mengenai keberadaan orang tua korban, Rini menyebut bahwa saat insiden kebakaran, kedua orang tua korban sedang tidak berada di dalam rumah. ""Infonya orang tuanya sedang keluar, tidak ada di lokasi saat kejadian. Begitu tahu ada kebakaran dari laporan warga, mereka langsung kembali,"" ujarnya.

Masih menurut Rini, penyebab kebakaran sementara, diduga berasal dari korsleting listrik di dalam kamar. Api kemudian merembet ke material mudah terbakar seperti kasur.

""Dugaan awal karena korsleting listrik dari exhaust fan atau kipas angin di kamar, lalu apinya merembet menyambar kasur. Karena kasur yang terbakar, makanya menimbulkan asap yang sangat banyak dan pekat,"" terangnya.

Jenazah kedua korban selanjutnya dievakuasi oleh tim Inafis Polrestabes Surabaya dan dibawa ke Rumah Sakit Bhayangkara untuk pemeriksaan lebih lanjut.

Sebelumnya, warga di Jalan Simorejo XVI No. 4, Kelurahan Simomulyo, Kecamatan Sukomanunggal, Surabaya, Minggu (13/9/2026) dihebohkan dengan insiden kebakaran. Dua anak yang merupakan kakak beradik tewas mengenaskan setelah kamar yang mereka tempati mendadak terbakar saat pintu dalam kondisi dikunci dari luar.

Kedua korban tewas teridentifikasi Kaffa Bihi Abdillah (7) dan adiknya, Khotibul Umam (5). Kedua bocah malang tersebut diduga adalah anak dari pemilik rumah Moch Kayis Khabibullah.

Berdasarkan keterangan warga di lokasi kejadian, peristiwa memilukan itu bermula ketika titik api muncul dari dalam kamar rumah korban pada sore hari sekitar pukul 15.38 WIB. Warga perempuan bernama Riski lantas melaporkan musibah kebakaran itu ke petugas pemadam.",www.detik.com/jatim/berita/d-8661209/kronologi-kebakaran-di-surabaya-tewaskan-kakak-beradik-dalam-kamar
3,Video: Keluarga Kru Kapal Virgo Transport 8 Padati Posko SAR Surabaya,"Keluarga kru Kapal Virgo Transport 8 berdatangan ke posko SAR di Gedung Gapura Surya Nusantara, Surabaya. Mereka mengecek daftar manifes dan mencari informasi terkait keberadaan anggota keluarga yang menjadi kru kapal.",https://20.detik.com/detikupdate/20260913-260913028/video-keluarga-kru-kapal-virgo-transport-8-padati-posko-sar-surabaya
4,Fakta-fakta Beda Versi Penggerebekan Kasus Ekstasi di Diskotek Valhalla,"Kasus penangkapan lima orang karyawan Diskotek Valhalla Spectaclub Surabaya yang diduga terlibat dalam peredaran pil ekstasi di Surabaya berbuntut panjang. Pasalnya, antara polisi dan diskotek punya versi yang berbeda.

Berikut Fakta-fakta Beda Penggerebekan Versi Polisi dan Diskotek:
1. Bermula dari Penangkapan 5 Orang di Diskotek Valhalla

Kasus bermula saat Sat Renarkoba Polres Pelabuhan Tanjung Perak menyampaikan bahwa pihaknya telah menggerebek Diskotek Valhalla pada Sabtu (5/9). Dalam penggerebakan tersebut 5 orang diamankan karena diduga terkait peredaran pil ekstasi.

SCROLL TO CONTINUE WITH CONTENT

Kelima orang yang diamankan terdiri atas seorang pria berinisial DN, seorang penyedia jasa pemandu lagu (mami) berinisial A alias TH, dua orang pemandu lagu berinisial AN dan S, serta seorang staf server berinisial T.

""Benar, lima orang kami amankan di Diskotek Valhalla. Saat ini kasusnya masih kami dalami,"" kata Kasat Resnarkoba Polres Pelabuhan Tanjung Perak, AKP Adik Agus Putrawan, Sabtu (12/9/2026).

2. Penggerebekan Berawal dari Pengakuan Pengunjung

Agus menambahkan bahwa penggerebekan tersebut bermula dari pengakuan pengunjung yang kedapatan mengonsumsi ekstasi. Hal ini kemudian menjadi petunjuk penyidik menggerebek dan mengamankan lima orang.

""Kami masih mendalami peran masing-masing orang yang diamankan, sekaligus memburu terduga perantara, penyuplai, hingga produsen barang haram tersebut,"" tuturnya.

3. Manajemen Diskotek Valhalla Bantah Penggerebekan

Namun keterangan dari polisi tersebut langsung dibantah Manajemen Valhalla Spectaclub. Bantahan itu disampaikan Manajer Valhalla Spectaclub, Angga Kasianto.

Menurutnya, narasi penggerebekan di dalam diskotek yang berlokasi di Jalan Kombes Pol M. Duryat, Surabaya itu tidak sesuai dengan kenyataan di lapangan.

""Kami tegaskan bahwa tidak ada kegiatan penggerebekan, penggeledahan, maupun penangkapan yang dilakukan oleh aparat kepolisian di dalam gedung atau area operasional Valhalla Spectaclub,"" terang Angga dalam keterangan resminya yang diterima detikJatim.

4. Lima Orang Ditangkap di Luar Area Diskotek

Angga meluruskan bahwa kelima oknum yang diamankan pihak kepolisian tersebut sebenarnya ditangkap di luar area operasional Valhalla, yakni di kediaman masing-masing saat sedang libur atau izin. Tindakan para oknum itu sepenuhnya merupakan tanggung jawab pribadi dan tidak terkait dengan diskotek.

""Fakta hukum yang sebenarnya adalah kelima oknum (termasuk karyawan kami yang berinisial DN, TH, AN, S, dan T) diamankan oleh pihak kepolisian di luar area operasional Valhalla (di tempat/kediaman lain). Selain itu, pada saat ditangkap, oknum-oknum tersebut sedang dalam keadaan libur atau izin off,"" lanjutnya.

Angga pun menegaskan dalam keadaan demikian, segala tindak-tanduk kelima oknum karyawan Valhalla itu, termasuk saat ditangkap polisi, ada di dalam ranah pribadi dan tanggung jawab individu yang tidak ada sangkut pautnya dengan institusi Valhalla.

5. Valhalla Pecat Oknum Karyawan yang Terlibat Peredaran Ekstasi

Dia juga menegaskan bahwa manajemen telah menjatuhkan sanksi pemecatan kepada kelima oknum itu karena telah melanggar komitmen. Angga menjelaskan bahwa seluruh jajaran staf dan karyawan tanpa terkecuali telah menandatangani pakta integritas antinarkoba.

""Sebagai bentuk tindakan tegas perusahaan, oknum karyawan yang terbukti melanggar pakta integritas dan terlibat kasus hukum terkait narkotika tersebut telah langsung kami jatuhi sanksi pemecatan dengan tidak hormat. Kami mendukung penuh aparat penegak hukum memberantas narkoba di Surabaya,"" ujarnya.

6. Polisi Akui Tak Gerebek Diskotek

Terpisah, Kasat Resnarkoba Polres Pelabuhan Tanjung Perak, AKP Adik Agus Putrawan saat dikonfirmasi akhirnya mengakui dan membenarkan keterangan pihak Diskotek Valhalla.

""Lima orang diamankan di luar Valhalla, penangkapan tidak ada perlawanan,"" kata Putrawan kepada detikJatim, Sabtu (12/9/2026).

Putrawan menambahkan kelima orang yang ditangkap terdiri dari karyawan dan mantan karyawan Diskotek Valhalla. ""Ada yang masih aktif kerja di Valhala, ada yang sudah keluar kerja,"" ujarnya.

Putrawan menegaskan pihaknya kini masih mendalami kasus peredaran ekstasi tersebut. Ia juga membantah soal intervensi penanganan kasus narkoba yang menyasar mantan karyawan dan karyawan Diskotek Valhalla.

""Masih pengembangan perkara. Serangkaian ungkap perkara ini masih berjalan dan pengembangan,"" tutup eks Kanit Reskrim Polsek Waru itu.",www.detik.com/jatim/hukum-dan-kriminal/d-8660481/fakta-fakta-beda-versi-penggerebekan-kasus-ekstasi-di-diskotek-valhalla
5,Viral RS di Surabaya Penuh dengan Pasien Influenza Tipe A,"Sebuah unggahan di media sosial yang menyebut rumah sakit (RS) di Surabaya penuh dengan pasien menjadi sorotan. Dalam narasi unggahan disebutkan pasiennya tersebut didominasi karena sakit influenza tipe A.

""Hee rek jaga kesehatan ya, RS surabaya hampir semua full🥹."" Pada isi komen, akun tersebut membalas salah satu warganet yang menanyakan sakit apa, lalu dijawab ""Influenza tipe A,"" demikian keterangan utas Thread yang dibuat oleh akun @lailh__ yang dilihat detikJatim.

Influenza tipe A merupakan infeksi virus yang menyerang sistem pernapasan seperti hidung, tenggorokan, dan paru-paru. Jenis flu ini tergolong paling berbahaya karena sangat mudah menular, memicu gejala berat, serta berpotensi menyebabkan epidemi akibat cepat bermutasi.

SCROLL TO CONTINUE WITH CONTENT

Hospital Director RS PHC Surabaya dr Rony Kurniawan saat dikonfirmasi membenarkan adanya lonjakan pasien. Namun ia menepis bahwa kondisi rumah sakit penuh seperti yang dinarasikan dalam media sosial.

""Meningkat, tapi belum penuh. Diagnosa bermacam-macam, ada stroke, kecelakaan, penyakit jantung, dan lain-lain. Diagnosa mirip flu juga ada, meningkat, tapi bukan yang sangat banyak mendominasi,"" kata dr Rony kepada detikJatim, Minggu (13/9/2026).

Menurutnya, peningkatan jumlah pasien yang datang ke RS PHC sekitar 20-30 persen sejak sepekan terakhir. Faktor sakitnya pasien juga bervariasi, salah satunya adalah cuaca.

""Peningkatan untuk kasus mirip flu, terutama anak-anak, penyebab bisa banyak hal, cuaca juga bisa menjadi penyebab,"" jelasnya.

Senada, Kepala Seksi Humas Rumah Sakit Islam (RSI) Surabaya A. Yani, drg Dian Permata Asri juga membenarkan ada kenaikan pasien. Keluhan yang paling banyak yakni batuk dan pilek disebut paling ada banyak.

""Kalau pasien dengan batuk pilek banyak, namun tidak mengeluhkan batuk pileknya, tapi yang lain,"" ujarnya.",www.detik.com/jatim/berita/d-8660396/viral-rs-di-surabaya-penuh-dengan-pasien-influenza-tipe-a
6,BMKG Prediksi Awal Musim Hujan di Surabaya Mundur hingga Februari 2027,"BMKG Juanda mengimbau masyarakat meningkatkan kewaspadaan menghadapi dampak El Nino. Fenomena iklim alamiah ini diprakirakan terjadi hingga Februari 2027 dan berpotensi memundurkan awal musim hujan di Jawa Timur, khususnya di Surabaya.

Kepala Stasiun Meteorologi Kelas I Juanda Sidoarjo, Taufiq Hermawan mengatakan bahwa El Nino ditandai dengan peningkatan suhu permukaan laut di wilayah Pasifik bagian tengah dan timur. Kondisi ini menurunkan curah hujan dan membuat musim kemarau terasa lebih kering.

""Secara umum, dampak El Niño di Indonesia adalah berkurangnya curah hujan di sebagian besar wilayah. Ketika curah hujan berkurang, sumber daya air seperti waduk, sungai, maupun sumur juga bisa mengalami penurunan,"" kata Taufiq, Sabtu (12/9/2026).

SCROLL TO CONTINUE WITH CONTENT

Taufiq menjelaskan, kemarau yang berbarengan dengan El Nino berpotensi lebih panjang dibandingkan kondisi normal. Dampak buruk yang perlu diwaspadai ialah risiko kekeringan, berkurangnya ketersediaan air bersih, hingga potensi kebakaran hutan dan lahan (karhutla).

""Berdasarkan prakiraan BMKG dan Badan Meteorologi Dunia, El Nino diperkirakan masih berlangsung hingga Februari 2027. Dampaknya, awal musim hujan berpotensi mengalami kemunduran. Karena itu, mitigasi perlu diperkuat, terutama dalam pengelolaan sumber daya air dan kesiapsiagaan menghadapi kondisi kemarau,"" jelasnya.

Sementara Prakirawan BMKG Juanda, Siska Anggraeni mengatakan, wilayah Surabaya masih berada di puncak musim kemarau. Teriknya matahari siang hari dan rendahnya kelembapan udara bikin suhu terasa kian panas.

Bahkan, pada periode September hingga November yang seharusnya masuk musim penghujan, curah hujan di Surabaya diprakirakan relatif rendah akibat pengaruh El Nino yang masih cukup kuat.

""Pengaruh El Niño yang masih kuat ini kemungkinan akan memundurkan awal musim hujan. Jadi, curah hujan masih relatif rendah karena kondisi kemarau yang diperkuat oleh fenomena tersebut,"" kata Siska.

Menurutnya, minimnya tutupan awan menyebabkan radiasi matahari langsung menerpa permukaan bumi. Di wilayah perkotaan seperti Surabaya, kondisi ini diperparah oleh efek urban heat atau pemanasan perkotaan.

""Untuk hidrometeorologi kering di Surabaya, yang perlu diwaspadai antara lain kekeringan meteorologis, krisis suplai air bersih, serta potensi kebakaran lahan dan permukiman,"" pungkasnya.

BMKG Juanda menyampaikan, dampak kemarau di setiap sudut Kota Surabaya memiliki karakteristik ancaman yang berbeda-beda:

• Surabaya Barat & Selatan: Memiliki banyak vegetasi dan lahan terbuka, sehingga perlu meningkatkan kewaspadaan terhadap potensi kebakaran lahan.
• Surabaya Utara & Timur: Berada di kawasan pesisir, perlu mengantisipasi potensi banjir rob dan angin kencang.
• Surabaya Pusat: Perlu mewaspadai ancaman kekeringan dan angin kencang di tengah tingginya mobilitas masyarakat.",https://www.detik.com/jatim/berita/d-8659934/bmkg-prediksi-awal-musim-hujan-di-surabaya-mundur-hingga-februari-2027
7,7 Talenta SMK Jatim Siap Perkuat Indonesia di WorldSkills Shanghai 2026,"Talenta pendidikan vokasi Jawa Timur kembali menembus panggung dunia. Sebanyak tujuh talenta binaan SMK di Jawa Timur masuk dalam daftar 21 kandidat kompetitor Indonesia yang dipersiapkan berlaga pada WorldSkills Competition (WSC) Shanghai 2026 di Shanghai, Republik Rakyat Tiongkok.

WorldSkills Competition ke-48 tersebut akan berlangsung pada 22-27 September 2026. Seremoni pembukaan dijadwalkan pada 23 September, dan akan dilanjutkan pelaksanaan kompetisi pada 24-26 September.

Gubernur Jawa Timur Khofifah Indar Parawansa menyampaikan rasa bangga atas besarnya kontribusi talenta pendidikan vokasi Jawa Timur dalam memperkuat Indonesia di ajang keterampilan tingkat dunia.

SCROLL TO CONTINUE WITH CONTENT

Menurutnya, capaian ini tidak hanya menjadi kebanggaan bagi sekolah dan keluarga, tetapi juga menunjukkan bahwa kompetensi yang dibangun di SMK Jawa Timur siap diuji dan dipertemukan dengan standar keterampilan internasional.

""Alhamdulillah. Kami tentu bersyukur dan sangat bangga. Kualitas SMK Jawa Timur terus tumbuh dan semakin terbukti melalui berbagai prestasi yang diraih. Konsistensi menjadi Juara Umum LKS Nasional empat kali berturut-turut menunjukkan bahwa pembinaan kita berjalan, kualitas sekolah semakin kuat, dan talenta-talenta SMK Jawa Timur memang memiliki daya saing untuk tampil di level nasional hingga dunia,"" kata Gubernur Khofifah, Jumat (11/9/2026).

""Untuk anak-anakku, tunjukkan kemampuan terbaik kalian. Bawa harum nama Jawa Timur ke kancah dunia,"" imbuhnya.

Ketujuh talenta tersebut adalah Reno Surya Permana dan Rouf Aufa Rifqi dari SMKN 1 Jenangan Ponorogo yang mengikuti bidang Mechatronics, Edsel Parama Mustapa dari SMKS PGRI 3 Malang pada bidang Software Applications Development, serta Pandu Dewangga Reanata dari SMKN 1 Singosari pada bidang Industrial Control.

Selanjutnya, Muhammad Henry Akmal Muzakki dari SMKS Antartika 2 Sidoarjo pada bidang Robot Systems Integration, Dewangga Pratama Putra dari SMKS Krian 2 Sidoarjo pada bidang Autobody Repair, serta Tegar Eka Fitrianto dari SMKS Muhammadiyah 1 Kepanjen pada bidang Heavy Vehicle Technology.

Dengan demikian, tujuh talenta Jawa Timur tersebut dipersiapkan berkompetisi pada enam bidang keahlian, dengan dua kandidat sekaligus pada bidang Mechatronics. Enam di antaranya merupakan alumni SMK Jawa Timur, sedangkan Dewangga Pratama Putra masih tercatat sebagai murid kelas XII SMKS Krian 2 Sidoarjo.

Berdasarkan daftar kandidat kompetitor WSC Shanghai 2026, Jawa Timur menjadi daerah penyumbang kandidat terbanyak, yakni tujuh orang atau sepertiga dari keseluruhan 21 kandidat Indonesia.

Khofifah menilai, capaian tersebut menjadi penanda bahwa penguatan pendidikan vokasi di Jawa Timur tidak boleh berhenti pada kelulusan dan penyerapan tenaga kerja. Lebih dari itu, SMK harus menjadi ruang lahirnya generasi muda yang kompeten, produktif, kreatif, adaptif terhadap teknologi, serta memiliki daya saing global.

""Dari ruang-ruang kelas dan bengkel praktik SMK di Jawa Timur, anak-anak kita harus berani bermimpi menuju dunia. Mereka harus memiliki keyakinan bahwa keterampilan yang dipelajari hari ini dapat mengantarkan mereka berdiri sejajar dengan talenta-talenta terbaik dari berbagai negara,"" tegasnya.

Khofifah menambahkan, WorldSkills merupakan salah satu tolok ukur penting untuk melihat sejauh mana kompetensi pendidikan vokasi selaras dengan perkembangan industri internasional.

Sebab, yang diuji tidak hanya kemampuan menyelesaikan pekerjaan, tetapi juga presisi, kecepatan, inovasi, penguasaan teknologi, budaya kerja, disiplin, kemampuan memecahkan masalah, serta penerapan standar keselamatan dan kualitas kerja internasional.

Karena itu, Khofifah berpesan agar para kandidat kompetitor asal Jawa Timur tidak menjadikan perolehan medali sebagai satu-satunya tujuan.

""Target kita tentu memberikan hasil terbaik dan membawa pulang prestasi untuk Indonesia. Namun, saya ingin menitipkan satu hal: jangan hanya membawa pulang medali. Bawalah pulang standar dunia, pengalaman dunia, budaya kerja dunia, dan jejaring dunia untuk kemudian ditularkan kepada adik-adik di SMK Jawa Timur,"" ungkapnya.

Menurut Khofifah, pengalaman yang diperoleh dari Shanghai harus menjadi bagian dari proses alih pengetahuan dan pengalaman kepada sekolah-sekolah lainnya. Dengan demikian, satu talenta yang memperoleh pengalaman di panggung dunia diharapkan mampu memberikan dampak kepada ratusan bahkan ribuan murid lain di Jawa Timur.

""Prestasi harus memberikan dampak. Satu anak Jawa Timur yang belajar di level dunia harus mampu membawa pengetahuan baru bagi banyak anak lainnya. Dengan begitu, WorldSkills bukan hanya tentang tujuh orang yang berangkat, tetapi bagaimana standar dunia dapat masuk ke ruang-ruang praktik SMK kita,"" ujarnya.

Khofifah menegaskan, keberhasilan talenta-talenta tersebut merupakan buah dari ekosistem pendidikan vokasi yang melibatkan sekolah, guru, orang tua, pemerintah, serta dunia usaha, dunia industri, dan dunia kerja.

Terlebih, sebagian besar kandidat asal Jawa Timur telah berstatus alumni. Hal tersebut menunjukkan bahwa proses belajar dan peningkatan kompetensi tidak berhenti setelah seseorang menyelesaikan pendidikan di sekolah.

""Ijazah menandai selesainya satu jenjang pendidikan, tetapi proses belajar tidak pernah selesai. Anak-anak kita harus terus meningkatkan kompetensi, beradaptasi dengan perkembangan teknologi, dan berani mengambil peluang. Inilah karakter sumber daya manusia Jawa Timur yang ingin terus kita bangun,"" terangnya.

Khofifah pun mengajak seluruh masyarakat Jawa Timur memberikan dukungan dan doa kepada para kandidat kompetitor serta delegasi Indonesia yang akan berlaga di Shanghai.

""Bertandinglah dengan percaya diri. Jaga sportivitas, jaga nama baik Indonesia, dan tunjukkan bahwa talenta muda kita memiliki kompetensi, karakter, disiplin, serta semangat juang yang luar biasa. Insyaallah, dari Jawa Timur untuk Indonesia, kita terus melahirkan generasi yang tidak hanya menjadi juara di tingkat daerah dan nasional, tetapi juga mampu berdiri di panggung dunia,"" pungkasnya.

Sementara itu, Kepala Dinas Pendidikan Provinsi Jawa Timur Aries Agung Paewai menyampaikan rasa bangganya atas keberhasilan tujuh talenta binaan SMK Jawa Timur menembus panggung keterampilan dunia.

Menurutnya, capaian tersebut semakin membuktikan bahwa kualitas pendidikan vokasi di Jawa Timur terus tumbuh dan mampu melahirkan generasi yang kompeten serta berdaya saing global.

""Saya tentu sangat bangga. Kualitas SMK Jawa Timur terus tumbuh dan semakin terbukti melalui berbagai prestasi yang diraih. Konsistensi menjadi Juara Umum LKS Nasional empat kali berturut-turut menunjukkan bahwa pembinaan kita berjalan, kualitas sekolah semakin kuat, dan talenta-talenta SMK Jawa Timur memang memiliki daya saing untuk tampil di level nasional hingga dunia,"" ujar Aries.",www.detik.com/jatim/jatim-moncer/d-8658136/7-talenta-smk-jatim-siap-perkuat-indonesia-di-worldskills-shanghai-2026
